Record1;Record2;Area_intersection;Percent1;Percent2;Percent;StartDate1;StartDate2;Timelag
2000-0396-PHL;2000-0397-PHL;37.0;1.0;0.0;1.0;2000-07-05 00:00:00+00:00;2000-07-07 00:00:00+00:00;2.0
2000-0425-CHN;2000-0532-CHN;1975.0;0.0;0.99;0.99;2000-07-13 00:00:00+00:00;2000-08-01 00:00:00+00:00;19.0
2000-0426-CHN;2000-0472-CHN;656224.0;1.0;0.68;1.0;2000-07-18 00:00:00+00:00;2000-07-11 00:00:00+00:00;7.0
2000-0428-JPN;2000-0447-JPN;2738.0;1.0;1.0;1.0;2000-07-01 00:00:00+00:00;2000-07-08 00:00:00+00:00;7.0
2000-0433-USA;2000-9339-USA;1303465.0;1.0;0.71;1.0;2000-07-01 00:00:00+00:00;2000-06-01 00:00:00+00:00;30.0
2000-0445-IND;2000-0534-IND;108469.0;0.06;0.5;0.5;2000-08-02 00:00:00+00:00;2000-08-23 00:00:00+00:00;21.0
2000-0472-CHN;2000-0556-CHN;6931.0;0.01;1.0;1.0;2000-07-11 00:00:00+00:00;2000-08-01 00:00:00+00:00;21.0
2000-0478-RUS;2000-0480-RUS;5.0;0.0;1.0;1.0;2000-07-30 00:00:00+00:00;2000-08-04 00:00:00+00:00;5.0
2000-0527-CHN;2000-0559-CHN;5218.0;0.01;1.0;1.0;2000-08-21 00:00:00+00:00;2000-08-13 00:00:00+00:00;8.0
2000-0535-KOR;2000-0550-KOR;25207.0;0.42;0.9;0.9;2000-08-26 00:00:00+00:00;2000-08-31 00:00:00+00:00;5.0
2000-0547-NGA;2000-0596-NGA;3197.0;0.09;1.0;1.0;2000-08-15 00:00:00+00:00;2000-09-01 00:00:00+00:00;17.0
2000-0557-CHN;2000-9626-CHN;211993.0;0.44;1.0;1.0;2000-09-01 00:00:00+00:00;2000-09-01 00:00:00+00:00;0.0
2000-0576-JPN;2000-0606-JPN;32382.0;1.0;0.73;1.0;2000-09-11 00:00:00+00:00;2000-09-10 00:00:00+00:00;1.0
2000-0611-MEX;2000-0643-MEX;158692.0;0.69;0.28;0.69;2000-09-21 00:00:00+00:00;2000-09-29 00:00:00+00:00;8.0
2000-0644-NIC;2000-0875-NIC;1400.0;0.08;0.99;0.99;2000-09-29 00:00:00+00:00;2000-10-09 00:00:00+00:00;10.0
2000-0662-GBR;2000-0714-GBR;27491.0;0.36;0.77;0.77;2000-10-11 00:00:00+00:00;2000-10-28 00:00:00+00:00;17.0
2000-0721-IDN;2000-0791-IDN;3288.0;0.99;0.02;0.99;2000-11-05 00:00:00+00:00;2000-12-03 00:00:00+00:00;28.0
2000-0733-ARG;2000-0776-ARG;4751.0;0.0;1.0;1.0;2000-11-09 00:00:00+00:00;2000-11-22 00:00:00+00:00;13.0
2000-0753-MOZ;2000-0786-MOZ;12502.0;0.06;1.0;1.0;2000-11-18 00:00:00+00:00;2000-11-26 00:00:00+00:00;8.0
2000-0754-ZAF;2000-0861-ZAF;121853.0;1.0;1.0;1.0;2000-11-19 00:00:00+00:00;2000-12-09 00:00:00+00:00;20.0
2000-0812-FRA;2001-0066-FRA;30727.0;1.0;0.41;1.0;2000-12-13 00:00:00+00:00;2001-01-05 00:00:00+00:00;23.0
2000-0839-ARG;2001-0012-ARG;478881.0;1.0;1.0;1.0;2000-12-27 00:00:00+00:00;2001-01-10 00:00:00+00:00;14.0
2001-0027-AFG;2001-0086-AFG;1497.0;0.01;1.0;1.0;2001-01-31 00:00:00+00:00;2001-02-25 00:00:00+00:00;25.0
2001-0028-AUS;2001-0030-AUS;42724.0;0.58;0.04;0.58;2001-01-01 00:00:00+00:00;2001-01-16 00:00:00+00:00;15.0
2001-0030-AUS;2001-0087-AUS;1122970.0;1.0;1.0;1.0;2001-01-16 00:00:00+00:00;2001-02-01 00:00:00+00:00;16.0
2001-0041-IDN;2001-0051-IDN;3347.0;0.99;0.05;0.99;2001-02-08 00:00:00+00:00;2001-02-04 00:00:00+00:00;4.0
2001-0046-IDN;2001-0051-IDN;579.0;0.96;0.01;0.96;2001-01-22 00:00:00+00:00;2001-02-04 00:00:00+00:00;13.0
2001-0064-CHN;2001-9218-CHN;656224.0;1.0;0.58;1.0;2001-02-23 00:00:00+00:00;2001-03-01 00:00:00+00:00;6.0
2001-0082-ZWE;2001-9122-ZWE;17287.0;1.0;0.12;1.0;2001-02-01 00:00:00+00:00;2001-03-01 00:00:00+00:00;28.0
2001-0241-CHN;2001-0322-CHN;212144.0;0.29;0.2;0.29;2001-06-02 00:00:00+00:00;2001-07-01 00:00:00+00:00;29.0
2001-0241-CHN;2001-0475-CHN;270871.0;0.37;0.32;0.37;2001-06-02 00:00:00+00:00;2001-06-19 00:00:00+00:00;17.0
2001-0242-USA;2001-0351-USA;2172.0;0.0;0.38;0.38;2001-06-05 00:00:00+00:00;2001-06-14 00:00:00+00:00;9.0
2001-0305-CHN;2001-0795-CHN;211993.0;1.0;1.0;1.0;2001-04-20 00:00:00+00:00;2001-03-25 00:00:00+00:00;26.0
2001-0322-CHN;2001-0419-CHN;211993.0;0.2;1.0;1.0;2001-07-01 00:00:00+00:00;2001-07-24 00:00:00+00:00;23.0
2001-0322-CHN;2001-0475-CHN;250472.0;0.24;0.3;0.3;2001-07-01 00:00:00+00:00;2001-06-19 00:00:00+00:00;12.0
2001-0322-CHN;2001-0740-CHN;284105.0;0.27;1.0;1.0;2001-07-01 00:00:00+00:00;2001-06-15 00:00:00+00:00;16.0
2001-0328-PAK;2001-0376-PAK;7235.0;1.0;0.05;1.0;2001-07-10 00:00:00+00:00;2001-07-22 00:00:00+00:00;12.0
2001-0335-KOR;2001-0403-KOR;17029.0;1.0;1.0;1.0;2001-07-14 00:00:00+00:00;2001-07-29 00:00:00+00:00;15.0
2001-0349-IND;2001-0729-IND;386945.0;1.0;0.88;1.0;2001-06-01 00:00:00+00:00;2001-05-28 00:00:00+00:00;4.0
2001-0357-THA;2001-0479-THA;780.0;0.14;0.57;0.57;2001-06-27 00:00:00+00:00;2001-06-27 00:00:00+00:00;0.0
2001-0360-CHN;2001-0768-CHN;4940.0;0.01;1.0;1.0;2001-08-25 00:00:00+00:00;2001-07-28 00:00:00+00:00;28.0
2001-0377-ARG;2001-0401-ARG;349904.0;0.32;1.0;1.0;2001-07-01 00:00:00+00:00;2001-07-01 00:00:00+00:00;0.0
2001-0385-CHN;2001-0389-CHN;25857.0;1.0;0.05;1.0;2001-07-02 00:00:00+00:00;2001-07-14 00:00:00+00:00;12.0
2001-0389-CHN;2001-0768-CHN;4940.0;0.01;1.0;1.0;2001-07-14 00:00:00+00:00;2001-07-28 00:00:00+00:00;14.0
2001-0436-VNM;2001-0492-VNM;12642.0;0.27;0.34;0.34;2001-08-11 00:00:00+00:00;2001-08-15 00:00:00+00:00;4.0
2001-0465-IND;2001-0515-IND;25276.0;0.22;1.0;1.0;2001-08-01 00:00:00+00:00;2001-08-20 00:00:00+00:00;19.0
2001-0485-KHM;2001-9525-KHM;17325.0;0.57;0.19;0.57;2001-08-15 00:00:00+00:00;2001-09-01 00:00:00+00:00;17.0
2001-0515-IND;2001-0527-IND;10803.0;0.43;0.03;0.43;2001-08-20 00:00:00+00:00;2001-09-01 00:00:00+00:00;12.0
2001-0515-IND;2001-0794-IND;5828.0;0.23;1.0;1.0;2001-08-20 00:00:00+00:00;2001-09-07 00:00:00+00:00;18.0
2001-0526-CHN;2001-0534-CHN;656224.0;1.0;1.0;1.0;2001-09-01 00:00:00+00:00;2001-09-19 00:00:00+00:00;18.0
2001-0526-CHN;2001-0540-CHN;827.0;0.0;1.0;1.0;2001-09-01 00:00:00+00:00;2001-09-25 00:00:00+00:00;24.0
2001-0527-IND;2001-0794-IND;5780.0;0.02;0.99;0.99;2001-09-01 00:00:00+00:00;2001-09-07 00:00:00+00:00;6.0
2001-0534-CHN;2001-0540-CHN;827.0;0.0;1.0;1.0;2001-09-19 00:00:00+00:00;2001-09-25 00:00:00+00:00;6.0
2001-0573-CHN;2001-0598-CHN;6184.0;1.0;0.01;1.0;2001-09-28 00:00:00+00:00;2001-10-27 00:00:00+00:00;29.0
2001-0587-VNM;2001-0624-VNM;15961.0;0.3;0.71;0.71;2001-10-20 00:00:00+00:00;2001-11-12 00:00:00+00:00;23.0
2001-0651-IDN;2001-0652-IDN;84.0;0.06;1.0;1.0;2001-10-30 00:00:00+00:00;2001-10-23 00:00:00+00:00;7.0
2001-0710-MWI;2002-0083-MWI;5307.0;1.0;0.09;1.0;2001-12-30 00:00:00+00:00;2002-01-01 00:00:00+00:00;2.0
2001-0719-IDN;2002-0018-IDN;598.0;0.0;1.0;1.0;2001-12-28 00:00:00+00:00;2002-01-08 00:00:00+00:00;11.0
2001-0719-IDN;2002-0035-IDN;291.0;0.0;1.0;1.0;2001-12-28 00:00:00+00:00;2002-01-13 00:00:00+00:00;16.0
2001-0719-IDN;2002-0054-IDN;45993.0;0.08;0.46;0.46;2001-12-28 00:00:00+00:00;2002-01-27 00:00:00+00:00;30.0
2001-0770-USA;2001-0773-USA;357943.0;0.1;0.99;0.99;2001-08-01 00:00:00+00:00;2001-08-17 00:00:00+00:00;16.0
2001-9122-MOZ;2002-0163-MOZ;747.0;0.0;0.67;0.67;2002-03-01 00:00:00+00:00;2002-03-18 00:00:00+00:00;17.0
2002-0077-PER;2002-9843-PER;526900.0;1.0;0.39;1.0;2002-02-04 00:00:00+00:00;2002-03-01 00:00:00+00:00;25.0
2002-0160-URY;2002-0240-URY;7872.0;1.0;0.12;1.0;2002-03-15 00:00:00+00:00;2002-04-01 00:00:00+00:00;17.0
2002-0165-USA;2002-0183-USA;212639.0;0.93;0.09;0.93;2002-03-19 00:00:00+00:00;2002-03-17 00:00:00+00:00;2.0
2002-0175-AFG;2002-0208-AFG;2552.0;1.0;1.0;1.0;2002-03-25 00:00:00+00:00;2002-04-12 00:00:00+00:00;18.0
2002-0187-PER;2002-9843-PER;79084.0;1.0;0.06;1.0;2002-03-17 00:00:00+00:00;2002-03-01 00:00:00+00:00;16.0
2002-0204-IND;2002-0308-IND;8260.0;0.08;0.46;0.46;2002-04-03 00:00:00+00:00;2002-04-27 00:00:00+00:00;24.0
2002-0216-IND;2002-0290-IND;178378.0;1.0;0.11;1.0;2002-04-11 00:00:00+00:00;2002-05-10 00:00:00+00:00;29.0
2002-0216-IND;2002-0308-IND;9470.0;0.05;0.53;0.53;2002-04-11 00:00:00+00:00;2002-04-27 00:00:00+00:00;16.0
2002-0218-IRN;2002-0246-IRN;179982.0;0.42;0.81;0.81;2002-04-14 00:00:00+00:00;2002-04-24 00:00:00+00:00;10.0
2002-0248-KEN;2002-0265-KEN;9557.0;1.0;0.27;1.0;2002-04-30 00:00:00+00:00;2002-04-26 00:00:00+00:00;4.0
2002-0278-CHN;2002-0344-CHN;106657.0;0.99;1.0;1.0;2002-05-01 00:00:00+00:00;2002-05-23 00:00:00+00:00;22.0
2002-0284-PAK;2002-0330-PAK;279600.0;0.31;1.0;1.0;2002-05-01 00:00:00+00:00;2002-05-27 00:00:00+00:00;26.0
2002-0290-IND;2002-0308-IND;17737.0;0.01;1.0;1.0;2002-05-10 00:00:00+00:00;2002-04-27 00:00:00+00:00;13.0
2002-0305-CHN;2002-0350-CHN;271256.0;1.0;0.11;1.0;2002-05-22 00:00:00+00:00;2002-06-08 00:00:00+00:00;17.0
2002-0350-CHN;2002-0361-CHN;110247.0;0.05;1.0;1.0;2002-06-08 00:00:00+00:00;2002-06-14 00:00:00+00:00;6.0
2002-0350-CHN;2002-0531-CHN;110285.0;0.05;0.83;0.83;2002-06-08 00:00:00+00:00;2002-07-01 00:00:00+00:00;23.0
2002-0361-CHN;2002-0531-CHN;110457.0;1.0;0.83;1.0;2002-06-14 00:00:00+00:00;2002-07-01 00:00:00+00:00;17.0
2002-0374-IND;2002-9349-IND;1052115.0;0.74;0.38;0.74;2002-06-21 00:00:00+00:00;2002-07-01 00:00:00+00:00;10.0
2002-0402-BGD;2002-0425-BGD;21895.0;0.34;0.99;0.99;2002-07-01 00:00:00+00:00;2002-07-14 00:00:00+00:00;13.0
2002-0408-PHL;2002-0528-PHL;37.0;1.0;1.0;1.0;2002-07-07 00:00:00+00:00;2002-06-28 00:00:00+00:00;9.0
2002-0408-PHL;2002-0532-PHL;37.0;1.0;0.0;1.0;2002-07-07 00:00:00+00:00;2002-07-20 00:00:00+00:00;13.0
2002-0410-YEM;2002-0454-YEM;408.0;0.99;0.2;0.99;2002-07-06 00:00:00+00:00;2002-07-24 00:00:00+00:00;18.0
2002-0448-CHN;2002-0461-CHN;211993.0;0.47;0.05;0.47;2002-07-19 00:00:00+00:00;2002-07-21 00:00:00+00:00;2.0
2002-0448-CHN;2002-0481-CHN;211993.0;0.47;0.25;0.47;2002-07-19 00:00:00+00:00;2002-08-01 00:00:00+00:00;13.0
2002-0448-CHN;2002-0483-CHN;211993.0;0.47;0.33;0.47;2002-07-19 00:00:00+00:00;2002-08-05 00:00:00+00:00;17.0
2002-0461-CHN;2002-0481-CHN;211993.0;0.05;0.25;0.25;2002-07-21 00:00:00+00:00;2002-08-01 00:00:00+00:00;11.0
2002-0461-CHN;2002-0483-CHN;211993.0;0.05;0.33;0.33;2002-07-21 00:00:00+00:00;2002-08-05 00:00:00+00:00;15.0
2002-0481-CHN;2002-0483-CHN;211993.0;0.25;0.33;0.33;2002-08-01 00:00:00+00:00;2002-08-05 00:00:00+00:00;4.0
2002-0483-CHN;2002-0659-CHN;271256.0;0.43;1.0;1.0;2002-08-05 00:00:00+00:00;2002-08-11 00:00:00+00:00;6.0
2002-0498-CHN;2002-0508-CHN;468714.0;1.0;1.0;1.0;2002-08-14 00:00:00+00:00;2002-08-01 00:00:00+00:00;13.0
2002-0499-PHL;2002-0532-PHL;8186.0;1.0;0.26;1.0;2002-08-13 00:00:00+00:00;2002-07-20 00:00:00+00:00;24.0
2002-0499-PHL;2002-0877-PHL;8149.0;1.0;0.12;1.0;2002-08-13 00:00:00+00:00;2002-07-15 00:00:00+00:00;29.0
2002-0499-PHL;2002-0878-PHL;8149.0;1.0;0.06;1.0;2002-08-13 00:00:00+00:00;2002-08-11 00:00:00+00:00;2.0
2002-0509-PAK;2002-0543-PAK;5924.0;1.0;0.37;1.0;2002-08-15 00:00:00+00:00;2002-08-22 00:00:00+00:00;7.0
2002-0528-PHL;2002-0532-PHL;37.0;1.0;0.0;1.0;2002-06-28 00:00:00+00:00;2002-07-20 00:00:00+00:00;22.0
2002-0532-PHL;2002-0877-PHL;9474.0;0.3;0.14;0.3;2002-07-20 00:00:00+00:00;2002-07-15 00:00:00+00:00;5.0
2002-0532-PHL;2002-0878-PHL;19859.0;0.64;0.15;0.64;2002-07-20 00:00:00+00:00;2002-08-11 00:00:00+00:00;22.0
2002-0553-FRA;2002-0574-FRA;23177.0;0.24;0.63;0.63;2002-08-25 00:00:00+00:00;2002-09-08 00:00:00+00:00;14.0
2002-0562-THA;2002-0641-THA;2907.0;1.0;0.01;1.0;2002-09-03 00:00:00+00:00;2002-10-01 00:00:00+00:00;28.0
2002-0604-CUB;2002-0636-CUB;12968.0;0.82;0.29;0.82;2002-09-18 00:00:00+00:00;2002-10-01 00:00:00+00:00;13.0
2002-0627-JAM;2002-0656-JAM;872.0;0.18;0.32;0.32;2002-09-30 00:00:00+00:00;2002-09-18 00:00:00+00:00;12.0
2002-0629-THA;2002-0641-THA;7488.0;0.99;0.04;0.99;2002-09-29 00:00:00+00:00;2002-10-01 00:00:00+00:00;2.0
2002-0643-IDN;2002-0820-IDN;14237.0;0.34;1.0;1.0;2002-10-10 00:00:00+00:00;2002-09-20 00:00:00+00:00;20.0
2002-0692-PAK;2002-0721-PAK;44266.0;0.69;1.0;1.0;2002-11-02 00:00:00+00:00;2002-11-20 00:00:00+00:00;18.0
2002-0700-USA;2002-0751-USA;174255.0;0.65;0.11;0.65;2002-11-05 00:00:00+00:00;2002-12-04 00:00:00+00:00;29.0
2002-0751-USA;2002-0802-USA;547510.0;0.33;0.21;0.33;2002-12-04 00:00:00+00:00;2002-12-23 00:00:00+00:00;19.0
2002-0805-MEX;2003-0039-MEX;313492.0;0.48;0.79;0.79;2002-12-24 00:00:00+00:00;2003-01-22 00:00:00+00:00;29.0
2002-0808-MWI;2003-0020-MWI;30577.0;1.0;0.3;1.0;2002-12-28 00:00:00+00:00;2003-01-01 00:00:00+00:00;4.0
2002-0813-BEL;2003-0001-BEL;7559.0;0.22;0.95;0.95;2002-12-24 00:00:00+00:00;2003-01-01 00:00:00+00:00;8.0
2002-0814-PRT;2003-0001-PRT;4792.0;0.15;1.0;1.0;2002-12-26 00:00:00+00:00;2003-01-01 00:00:00+00:00;6.0
2002-0877-PHL;2002-0878-PHL;38988.0;0.58;0.29;0.58;2002-07-15 00:00:00+00:00;2002-08-11 00:00:00+00:00;27.0
2003-0016-IDN;2003-0053-IDN;40.0;0.0;1.0;1.0;2003-01-01 00:00:00+00:00;2003-01-29 00:00:00+00:00;28.0
2003-0016-IDN;2003-0060-IDN;1211.0;0.03;1.0;1.0;2003-01-01 00:00:00+00:00;2003-01-31 00:00:00+00:00;30.0
2003-0016-IDN;2003-0074-IDN;37853.0;1.0;0.37;1.0;2003-01-01 00:00:00+00:00;2003-01-28 00:00:00+00:00;27.0
2003-0020-MOZ;2003-9035-MOZ;65688.0;0.34;1.0;1.0;2003-01-01 00:00:00+00:00;2003-01-01 00:00:00+00:00;0.0
2003-0028-BRA;2003-0730-BRA;292277.0;0.63;1.0;1.0;2003-01-14 00:00:00+00:00;2003-01-11 00:00:00+00:00;3.0
2003-0044-GRC;2003-0117-GRC;25610.0;0.51;1.0;1.0;2003-01-25 00:00:00+00:00;2003-02-19 00:00:00+00:00;25.0
2003-0053-IDN;2003-0074-IDN;40.0;1.0;0.0;1.0;2003-01-29 00:00:00+00:00;2003-01-28 00:00:00+00:00;1.0
2003-0060-IDN;2003-0074-IDN;1211.0;1.0;0.01;1.0;2003-01-31 00:00:00+00:00;2003-01-28 00:00:00+00:00;3.0
2003-0074-IDN;2003-0118-IDN;673.0;0.01;1.0;1.0;2003-01-28 00:00:00+00:00;2003-02-13 00:00:00+00:00;16.0
2003-0085-USA;2003-0741-USA;766530.0;0.29;0.43;0.43;2003-02-14 00:00:00+00:00;2003-02-15 00:00:00+00:00;1.0
2003-0190-BGD;2003-0250-BGD;37391.0;1.0;0.44;1.0;2003-04-16 00:00:00+00:00;2003-05-10 00:00:00+00:00;24.0
2003-0245-DZA;2003-0255-DZA;83.0;0.12;1.0;1.0;2003-05-21 00:00:00+00:00;2003-05-27 00:00:00+00:00;6.0
2003-0250-IND;2003-0283-IND;116381.0;0.05;0.35;0.35;2003-05-14 00:00:00+00:00;2003-06-11 00:00:00+00:00;28.0
2003-0288-AUS;2003-0292-AUS;356138.0;1.0;0.24;1.0;2003-05-18 00:00:00+00:00;2003-05-13 00:00:00+00:00;5.0
2003-0290-PHL;2003-0822-PHL;5908.0;0.3;0.09;0.3;2003-06-15 00:00:00+00:00;2003-07-15 00:00:00+00:00;30.0
2003-0322-IRN;2003-0438-IRN;207469.0;1.0;0.81;1.0;2003-07-03 00:00:00+00:00;2003-07-10 00:00:00+00:00;7.0
2003-0354-JPN;2003-0388-JPN;31903.0;0.84;0.06;0.84;2003-07-25 00:00:00+00:00;2003-08-08 00:00:00+00:00;14.0
2003-0443-CHN;2003-0724-CHN;152067.0;0.42;1.0;1.0;2003-09-01 00:00:00+00:00;2003-09-20 00:00:00+00:00;19.0
2003-0468-USA;2003-0511-USA;60651.0;0.08;0.96;0.96;2003-09-18 00:00:00+00:00;2003-10-17 00:00:00+00:00;29.0
2003-0505-VNM;2003-0557-VNM;23183.0;0.59;0.51;0.59;2003-10-15 00:00:00+00:00;2003-11-11 00:00:00+00:00;27.0
2003-0509-CHN;2003-0547-CHN;468714.0;1.0;1.0;1.0;2003-10-16 00:00:00+00:00;2003-11-14 00:00:00+00:00;29.0
2003-0519-CHN;2003-0546-CHN;652556.0;1.0;0.77;1.0;2003-10-25 00:00:00+00:00;2003-11-13 00:00:00+00:00;19.0
2003-0547-CHN;2003-0596-CHN;468714.0;1.0;1.0;1.0;2003-11-14 00:00:00+00:00;2003-11-26 00:00:00+00:00;12.0
2003-0579-BRA;2003-0673-BRA;2219.0;1.0;0.0;1.0;2003-11-29 00:00:00+00:00;2003-12-01 00:00:00+00:00;2.0
2003-0587-AUS;2003-0615-AUS;356138.0;1.0;1.0;1.0;2003-12-02 00:00:00+00:00;2003-12-03 00:00:00+00:00;1.0
2003-0593-IDN;2003-0776-IDN;31897.0;1.0;0.09;1.0;2003-11-30 00:00:00+00:00;2003-12-10 00:00:00+00:00;10.0
2003-0719-IND;2003-0720-IND;7658.0;1.0;1.0;1.0;2003-07-16 00:00:00+00:00;2003-08-07 00:00:00+00:00;22.0
2003-0776-IDN;2004-0001-IDN;90511.0;0.25;0.99;0.99;2003-12-10 00:00:00+00:00;2004-01-01 00:00:00+00:00;22.0
2003-0822-PHL;2003-0823-PHL;21835.0;0.32;0.38;0.38;2003-07-15 00:00:00+00:00;2003-07-30 00:00:00+00:00;15.0
2003-0824-PHL;2003-0826-PHL;23055.0;1.0;1.0;1.0;2003-08-04 00:00:00+00:00;2003-08-30 00:00:00+00:00;26.0
2004-0102-TUR;2004-0127-TUR;4225.0;0.03;0.79;0.79;2004-03-05 00:00:00+00:00;2004-03-25 00:00:00+00:00;20.0
2004-0102-TUR;2004-0132-TUR;5149.0;0.04;1.0;1.0;2004-03-05 00:00:00+00:00;2004-03-28 00:00:00+00:00;23.0
2004-0127-TUR;2004-0132-TUR;2398.0;0.45;0.46;0.46;2004-03-25 00:00:00+00:00;2004-03-28 00:00:00+00:00;3.0
2004-0149-NAM;2004-0159-NAM;15842.0;0.99;0.23;0.99;2004-03-01 00:00:00+00:00;2004-02-01 00:00:00+00:00;29.0
2004-0152-KEN;2004-0194-KEN;304.0;0.3;0.33;0.33;2004-04-09 00:00:00+00:00;2004-04-09 00:00:00+00:00;0.0
2004-0163-BIH;2004-0169-BIH;701.0;0.01;0.5;0.5;2004-04-06 00:00:00+00:00;2004-03-23 00:00:00+00:00;14.0
2004-0280-NIC;2004-0289-NIC;5595.0;0.15;0.99;0.99;2004-06-24 00:00:00+00:00;2004-06-12 00:00:00+00:00;12.0
2004-0287-CHN;2004-0299-CHN;221945.0;0.51;1.0;1.0;2004-06-14 00:00:00+00:00;2004-06-22 00:00:00+00:00;8.0
2004-0287-CHN;2004-0303-CHN;221945.0;0.51;0.96;0.96;2004-06-14 00:00:00+00:00;2004-06-05 00:00:00+00:00;9.0
2004-0287-CHN;2004-0310-CHN;8506.0;0.02;1.0;1.0;2004-06-14 00:00:00+00:00;2004-07-02 00:00:00+00:00;18.0
2004-0299-CHN;2004-0303-CHN;221945.0;1.0;0.96;1.0;2004-06-22 00:00:00+00:00;2004-06-05 00:00:00+00:00;17.0
2004-0307-CHL;2004-0331-CHL;40906.0;0.99;0.03;0.99;2004-06-30 00:00:00+00:00;2004-07-01 00:00:00+00:00;1.0
2004-0333-ROU;2004-0336-ROU;52539.0;0.11;1.0;1.0;2004-07-01 00:00:00+00:00;2004-07-10 00:00:00+00:00;9.0
2004-0333-ROU;2004-0356-ROU;54498.0;0.11;1.0;1.0;2004-07-01 00:00:00+00:00;2004-07-22 00:00:00+00:00;21.0
2004-0333-ROU;2004-0365-ROU;49098.0;0.1;1.0;1.0;2004-07-01 00:00:00+00:00;2004-07-28 00:00:00+00:00;27.0
2004-0336-ROU;2004-0356-ROU;17008.0;0.32;0.31;0.32;2004-07-10 00:00:00+00:00;2004-07-22 00:00:00+00:00;12.0
2004-0356-ROU;2004-0365-ROU;24978.0;0.46;0.51;0.51;2004-07-22 00:00:00+00:00;2004-07-28 00:00:00+00:00;6.0
2004-0402-NGA;2004-0413-NGA;16902.0;1.0;1.0;1.0;2004-08-08 00:00:00+00:00;2004-08-08 00:00:00+00:00;0.0
2004-0406-CHN;2004-0457-CHN;468714.0;1.0;0.29;1.0;2004-08-10 00:00:00+00:00;2004-09-02 00:00:00+00:00;23.0
2004-0412-CHN;2004-0435-CHN;135361.0;1.0;0.47;1.0;2004-08-06 00:00:00+00:00;2004-08-20 00:00:00+00:00;14.0
2004-0428-JPN;2004-0445-JPN;39438.0;1.0;0.52;1.0;2004-08-17 00:00:00+00:00;2004-08-30 00:00:00+00:00;13.0
2004-0435-JPN;2004-0445-JPN;12479.0;0.81;0.16;0.81;2004-08-23 00:00:00+00:00;2004-08-30 00:00:00+00:00;7.0
2004-0448-USA;2004-0462-USA;194724.0;0.62;0.1;0.62;2004-08-29 00:00:00+00:00;2004-09-15 00:00:00+00:00;17.0
2004-0462-USA;2004-0473-USA;192344.0;0.1;1.0;1.0;2004-09-15 00:00:00+00:00;2004-09-25 00:00:00+00:00;10.0
2004-0462-USA;2004-0502-USA;1376.0;0.0;1.0;1.0;2004-09-15 00:00:00+00:00;2004-09-08 00:00:00+00:00;7.0
